,amenity_type,coordinates,county
2399,Fire_station,"(-98.72221659199619, 29.52804768739965)",Bexar
2400,Fire_station,"(-98.53545245890456, 29.493435297800204)",Bexar
2401,Fire_station,"(-98.68537273946022, 29.615012789982476)",Bexar
2402,Fire_station,"(-98.58054460903686, 29.5170008154123)",Bexar
2403,Fire_station,"(-98.73179654437367, 29.61828941980103)",Bexar
2404,Fire_station,"(-98.62894801950338, 29.451822205997367)",Bexar
2405,Fire_station,"(-98.52536652586085, 29.445494462691443)",Bexar
2406,Fire_station,"(-98.69004741204455, 29.46684381757759)",Bexar
2407,Fire_station,"(-98.61485972907408, 29.540802016468273)",Bexar
2408,Fire_station,"(-98.64244933205443, 29.524136163894454)",Bexar
2409,Fire_station,"(-98.52029291895326, 29.52256461466064)",Bexar
2410,Fire_station,"(-98.5204955332458, 29.523019980894844)",Bexar
2570,Hospital,"(-95.69166570317412, 29.047658758620138)",Brazoria
2571,Hospital,"(-95.45253486845417, 29.029795748052777)",Brazoria
2572,Hospital,"(-95.3898333, 29.5729058)",Brazoria
2573,Hospital,"(-95.3904748412518, 29.57796012573347)",Brazoria
2574,Hospital,"(-95.38904358512463, 29.562833273252366)",Brazoria
2575,Hospital,"(-95.40448000442275, 29.18410687201827)",Brazoria
2576,Restaurant,"(-95.6507116, 29.1343382)",Brazoria
2577,Restaurant,"(-95.6588602, 29.1494628)",Brazoria
2578,Restaurant,"(-95.6544989, 29.1377308)",Brazoria
2579,Restaurant,"(-95.6571114, 29.1472421)",Brazoria
2580,Restaurant,"(-95.449271, 29.0414601)",Brazoria
2581,Restaurant,"(-95.4576285, 29.0416967)",Brazoria
2582,Restaurant,"(-95.4487501, 29.0396293)",Brazoria
2583,Restaurant,"(-95.4264706, 29.0210279)",Brazoria
2584,Restaurant,"(-95.4489237, 29.0419362)",Brazoria
2585,Restaurant,"(-95.4493213, 29.0427014)",Brazoria
2586,Restaurant,"(-95.4347855, 29.1958635)",Brazoria
2587,Restaurant,"(-95.4199983, 29.0147)",Brazoria
2588,Restaurant,"(-95.4492763, 29.0433574)",Brazoria
2589,Restaurant,"(-95.4325971, 29.1840366)",Brazoria
2590,Restaurant,"(-95.4589269, 29.0494464)",Brazoria
2591,Restaurant,"(-95.4583618, 29.0493735)",Brazoria
2592,Restaurant,"(-95.4336964, 29.1782178)",Brazoria
2593,Restaurant,"(-95.42079237617574, 29.029467857671378)",Brazoria
2594,Restaurant,"(-95.45958779954259, 29.111583511691606)",Brazoria
2595,Restaurant,"(-95.45693995, 29.046630849999996)",Brazoria
2596,Restaurant,"(-95.45703624999999, 29.047840899999997)",Brazoria
2597,Restaurant,"(-95.43567565689487, 29.02032694878395)",Brazoria
2598,Restaurant,"(-95.45495179813351, 29.041081795461015)",Brazoria
2599,Restaurant,"(-95.45356931634606, 29.042760406051332)",Brazoria
2600,Restaurant,"(-95.45506387255355, 29.039111940371626)",Brazoria
2601,Restaurant,"(-95.42233178430945, 29.011563725848784)",Brazoria
2602,Restaurant,"(-95.45692207122555, 29.051873235631756)",Brazoria
2603,Restaurant,"(-95.45589291151074, 29.0450646658871)",Brazoria
2604,Restaurant,"(-95.45552703009255, 29.04423110749215)",Brazoria
2605,Restaurant,"(-95.45735279948705, 29.04039690199999)",Brazoria
2606,Restaurant,"(-95.45421266928606, 29.039336497153126)",Brazoria
2607,Restaurant,"(-95.43409724193135, 29.16493027513062)",Brazoria
2608,Restaurant,"(-95.43210554934693, 29.166362073848607)",Brazoria
2609,Restaurant,"(-95.42294468922877, 29.16557845341718)",Brazoria
2610,Restaurant,"(-95.43233275935835, 29.181050022609305)",Brazoria
2611,Restaurant,"(-95.4334174144751, 29.18012413075777)",Brazoria
2612,Restaurant,"(-95.43333087533786, 29.179582929571907)",Brazoria
2613,Restaurant,"(-95.43187644090371, 29.17031376588024)",Brazoria
2614,Restaurant,"(-95.3830661, 29.578925)",Brazoria
2615,Restaurant,"(-95.3875349, 29.5834607)",Brazoria
2616,Restaurant,"(-95.3657207, 29.5590859)",Brazoria
2617,Restaurant,"(-95.3946504, 29.5553076)",Brazoria
2618,Restaurant,"(-95.3782019, 29.5544632)",Brazoria
2619,Restaurant,"(-95.4149231, 29.5560957)",Brazoria
2620,Restaurant,"(-95.3941511, 29.5534196)",Brazoria
2621,Restaurant,"(-95.3941614, 29.5531538)",Brazoria
2622,Restaurant,"(-95.3941543, 29.5528748)",Brazoria
2623,Restaurant,"(-95.3937259, 29.5540563)",Brazoria
2624,Restaurant,"(-95.3920226, 29.5528021)",Brazoria
2625,Restaurant,"(-95.4187338, 29.5546559)",Brazoria
2626,Restaurant,"(-95.3864126, 29.5612578)",Brazoria
2627,Restaurant,"(-95.3749444, 29.5565955)",Brazoria
2628,Restaurant,"(-95.390208, 29.5460583)",Brazoria
2629,Restaurant,"(-95.3986906, 29.5406157)",Brazoria
2630,Restaurant,"(-95.4019088, 29.5546948)",Brazoria
2631,Restaurant,"(-95.4017038, 29.554702)",Brazoria
2632,Restaurant,"(-95.4012463, 29.5547182)",Brazoria
2633,Restaurant,"(-95.3937202, 29.5535955)",Brazoria
2634,Restaurant,"(-95.4167983, 29.5562315)",Brazoria
2635,Restaurant,"(-95.241794, 29.401201)",Brazoria
2636,Restaurant,"(-95.3858279, 29.5517903)",Brazoria
2637,Restaurant,"(-95.2846435, 29.5574464)",Brazoria
2638,Restaurant,"(-95.3863676, 29.5508014)",Brazoria
2639,Restaurant,"(-95.2447413, 29.4280154)",Brazoria
2640,Restaurant,"(-95.26236459343146, 29.556024022517896)",Brazoria
2641,Restaurant,"(-95.28224244113566, 29.564089119255556)",Brazoria
2642,Restaurant,"(-95.38809643493639, 29.582401208144866)",Brazoria
2643,Restaurant,"(-95.39476495346709, 29.55625863807525)",Brazoria
2644,Restaurant,"(-95.3864175563797, 29.557490155375568)",Brazoria
2645,Restaurant,"(-95.38881410093451, 29.5441869084289)",Brazoria
2646,Restaurant,"(-95.38551837828363, 29.56914958373962)",Brazoria
2647,Restaurant,"(-95.38623902497895, 29.549130187588908)",Brazoria
2648,Restaurant,"(-95.39432414999997, 29.554308099999997)",Brazoria
2649,Restaurant,"(-95.39434679999998, 29.55457025)",Brazoria
2650,Restaurant,"(-95.39356403840299, 29.55459119376749)",Brazoria
2651,Restaurant,"(-95.39170922465847, 29.5550283402643)",Brazoria
2652,Restaurant,"(-95.39667968747857, 29.554316055346114)",Brazoria
2653,Restaurant,"(-95.3884861, 29.5435395)",Brazoria
2654,Restaurant,"(-95.3612105, 29.559414899999997)",Brazoria
2655,Restaurant,"(-95.38644023813225, 29.558186329063737)",Brazoria
2656,Restaurant,"(-95.38647427439581, 29.559795077648275)",Brazoria
2657,Restaurant,"(-95.38647222914578, 29.560148694715473)",Brazoria
2658,Restaurant,"(-95.33264590000002, 29.559769950000003)",Brazoria
2659,Restaurant,"(-95.38625789185083, 29.549540616190978)",Brazoria
2660,Restaurant,"(-95.23186012415668, 29.42426464003312)",Brazoria
2661,Restaurant,"(-95.28578889968367, 29.567261021957727)",Brazoria
2662,Restaurant,"(-95.2867666837453, 29.564084625372615)",Brazoria
2663,Restaurant,"(-95.28794608471823, 29.563464214928764)",Brazoria
2664,Restaurant,"(-95.28558515620381, 29.561462417311947)",Brazoria
2665,Restaurant,"(-95.28425858253186, 29.560451209645432)",Brazoria
2666,Restaurant,"(-95.22598295415824, 29.424019483791607)",Brazoria
2667,Restaurant,"(-95.22616585, 29.424779500000003)",Brazoria
2668,Restaurant,"(-95.4097089, 29.076616)",Brazoria
2669,Restaurant,"(-95.4182272, 29.1705458)",Brazoria
2670,Restaurant,"(-95.4194179, 29.1694771)",Brazoria
2671,Restaurant,"(-95.41256163899945, 29.010572675216014)",Brazoria
2672,Restaurant,"(-95.40326488625192, 29.01454703980441)",Brazoria
2673,Restaurant,"(-95.40239605000001, 29.0127266)",Brazoria
2674,Restaurant,"(-95.3459439, 29.2286091)",Brazoria
2675,Restaurant,"(-95.41942035019001, 29.16947587047109)",Brazoria
2676,Restaurant,"(-95.3767416, 28.9811934)",Brazoria
2677,Restaurant,"(-95.35424, 28.9596265)",Brazoria
2678,Restaurant,"(-95.2816913, 28.9532934)",Brazoria
2679,Restaurant,"(-95.28405669717273, 28.954736928579038)",Brazoria
2680,Restaurant,"(-95.29170376675035, 28.95685755089774)",Brazoria
2681,Restaurant,"(-95.28712176645026, 28.950976649106607)",Brazoria
2682,Restaurant,"(-95.6886646, 29.0980833)",Brazoria
2683,Restaurant,"(-95.7041895, 29.0418709)",Brazoria
2684,Restaurant,"(-95.7013195, 29.0413178)",Brazoria
2685,Restaurant,"(-95.705418, 29.0417821)",Brazoria
2686,Restaurant,"(-95.7015583, 29.0409088)",Brazoria
2687,Restaurant,"(-95.7033687, 29.0412521)",Brazoria
2688,Restaurant,"(-95.7072901, 29.0439345)",Brazoria
2689,Restaurant,"(-95.7028564, 29.0412697)",Brazoria
2690,Restaurant,"(-95.657106, 29.1471343)",Brazoria
2691,Restaurant,"(-95.4211112, 29.0198982)",Brazoria
2692,Restaurant,"(-95.4566082, 29.1964288)",Brazoria
2693,Restaurant,"(-95.4343765, 29.1948595)",Brazoria
2694,Restaurant,"(-95.4654689, 29.0504181)",Brazoria
2695,Restaurant,"(-95.4487069, 29.0416933)",Brazoria
2696,Restaurant,"(-95.4439074, 29.0421996)",Brazoria
2697,Restaurant,"(-95.4435681, 29.0420861)",Brazoria
2698,Restaurant,"(-95.4312023, 29.1828119)",Brazoria
2699,Restaurant,"(-95.46490737700258, 29.048099860387502)",Brazoria
2700,Restaurant,"(-95.46683026674583, 29.04877930804949)",Brazoria
2701,Restaurant,"(-95.4322194308764, 29.17702128166161)",Brazoria
2702,Restaurant,"(-95.41915677838882, 29.0106247032798)",Brazoria
2703,Restaurant,"(-95.4607446, 29.0474581)",Brazoria
2704,Restaurant,"(-95.45735165, 29.046754050000004)",Brazoria
2705,Restaurant,"(-95.46430789633884, 29.049185057214505)",Brazoria
2706,Restaurant,"(-95.45626225, 29.0478447)",Brazoria
2707,Restaurant,"(-95.46091375823563, 29.04858426728717)",Brazoria
2708,Restaurant,"(-95.46154483111123, 29.048758207413734)",Brazoria
2709,Restaurant,"(-95.42003433957936, 29.010851062371422)",Brazoria
2710,Restaurant,"(-95.41956942724161, 29.010836245260023)",Brazoria
2711,Restaurant,"(-95.42062024419702, 29.011886162378396)",Brazoria
2712,Restaurant,"(-95.45402285000002, 29.0463259)",Brazoria
2713,Restaurant,"(-95.41980208250837, 29.018785765815114)",Brazoria
2714,Restaurant,"(-95.65323884676785, 29.136728663388215)",Brazoria
2715,Restaurant,"(-95.65345506059525, 29.1374499153859)",Brazoria
2716,Restaurant,"(-95.65425165897064, 29.138927508896526)",Brazoria
2717,Restaurant,"(-95.65402392905936, 29.13867233533166)",Brazoria
2718,Restaurant,"(-95.4595020559159, 29.048300249886022)",Brazoria
2719,Restaurant,"(-95.44484891013064, 29.042827527062745)",Brazoria
2720,Restaurant,"(-95.4427407345026, 29.041868759916348)",Brazoria
2721,Restaurant,"(-95.43160287163512, 29.182213697851388)",Brazoria
2722,Restaurant,"(-95.43240367569314, 29.181831730930313)",Brazoria
2723,Restaurant,"(-95.43370923307478, 29.183964760608482)",Brazoria
2724,Restaurant,"(-95.43341134630829, 29.180934399333438)",Brazoria
2725,Restaurant,"(-95.43343572719341, 29.181355639031203)",Brazoria
2726,Restaurant,"(-95.43240958697129, 29.183063103253)",Brazoria
2727,Restaurant,"(-95.43375729882389, 29.172336406183287)",Brazoria
2728,Restaurant,"(-95.4322417, 29.4381984)",Brazoria
2729,Restaurant,"(-95.4280789, 29.3514468)",Brazoria
2730,Restaurant,"(-95.3909328, 29.5808799)",Brazoria
2731,Restaurant,"(-95.2619766, 29.55573)",Brazoria
2732,Restaurant,"(-95.3909976, 29.580868)",Brazoria
2733,Restaurant,"(-95.3909137, 29.5568829)",Brazoria
2734,Restaurant,"(-95.3946479, 29.5549243)",Brazoria
2735,Restaurant,"(-95.3782137, 29.5546793)",Brazoria
2736,Restaurant,"(-95.4169318, 29.5557858)",Brazoria
2737,Restaurant,"(-95.397498, 29.5551701)",Brazoria
2738,Restaurant,"(-95.3943101, 29.5517658)",Brazoria
2739,Restaurant,"(-95.3683814, 29.5570299)",Brazoria
2740,Restaurant,"(-95.3667428, 29.5579007)",Brazoria
2741,Restaurant,"(-95.3499911, 29.5608318)",Brazoria
2742,Restaurant,"(-95.3863466, 29.5564296)",Brazoria
2743,Restaurant,"(-95.386134, 29.5564313)",Brazoria
2744,Restaurant,"(-95.3852521, 29.5564296)",Brazoria
2745,Restaurant,"(-95.2305955, 29.4219435)",Brazoria
2746,Restaurant,"(-95.3911683, 29.5438248)",Brazoria
2747,Restaurant,"(-95.3943217, 29.5521622)",Brazoria
2748,Restaurant,"(-95.3943257, 29.5520597)",Brazoria
2749,Restaurant,"(-95.3904711, 29.5419305)",Brazoria
2750,Restaurant,"(-95.4003504, 29.5550115)",Brazoria
2751,Restaurant,"(-95.4168305, 29.5566048)",Brazoria
2752,Restaurant,"(-95.4162541, 29.5413378)",Brazoria
2753,Restaurant,"(-95.3908357, 29.5808348)",Brazoria
2754,Restaurant,"(-95.3907706, 29.58084)",Brazoria
2755,Restaurant,"(-95.3927816, 29.5567974)",Brazoria
2756,Restaurant,"(-95.4047098, 29.4843033)",Brazoria
2757,Restaurant,"(-95.2283092, 29.4244602)",Brazoria
2758,Restaurant,"(-95.23831684166073, 29.403877587434625)",Brazoria
2759,Restaurant,"(-95.38597413649278, 29.55403873826401)",Brazoria
2760,Restaurant,"(-95.28646724001257, 29.562839977378495)",Brazoria
2761,Restaurant,"(-95.37717110435027, 29.556511383487017)",Brazoria
2762,Restaurant,"(-95.38870148502163, 29.581784499922097)",Brazoria
2763,Restaurant,"(-95.36197635, 29.55982325)",Brazoria
2764,Restaurant,"(-95.2311479002239, 29.547540839111505)",Brazoria
2765,Restaurant,"(-95.28658604999998, 29.5682621)",Brazoria
2766,Restaurant,"(-95.32892612194324, 29.559635079316728)",Brazoria
2767,Restaurant,"(-95.3290789, 29.55964925)",Brazoria
2768,Restaurant,"(-95.32913965, 29.559649999999998)",Brazoria
2769,Restaurant,"(-95.3306779356416, 29.559884574090475)",Brazoria
2770,Restaurant,"(-95.39574382606283, 29.555247220392992)",Brazoria
2771,Restaurant,"(-95.3950824047508, 29.555272024426895)",Brazoria
2772,Restaurant,"(-95.3763840706099, 29.55559910047232)",Brazoria
2773,Restaurant,"(-95.397040290766, 29.555136773151734)",Brazoria
2774,Restaurant,"(-95.3954227846135, 29.55524531955947)",Brazoria
2775,Restaurant,"(-95.2602681963399, 29.559529016227057)",Brazoria
2776,Restaurant,"(-95.25986736535734, 29.55974124653484)",Brazoria
2777,Restaurant,"(-95.26124817592448, 29.558649864120675)",Brazoria
2778,Restaurant,"(-95.34816550118282, 29.559556120975977)",Brazoria
2779,Restaurant,"(-95.23093215832276, 29.54640058291103)",Brazoria
2780,Restaurant,"(-95.23209983172545, 29.547911251667735)",Brazoria
2781,Restaurant,"(-95.3316730242657, 29.559763232495463)",Brazoria
2782,Restaurant,"(-95.38899982637692, 29.54180617041018)",Brazoria
2783,Restaurant,"(-95.39869226435721, 29.580083064424585)",Brazoria
2784,Restaurant,"(-95.37669115178967, 29.556580758562585)",Brazoria
2785,Restaurant,"(-95.40020759340798, 29.481369716586478)",Brazoria
2786,Restaurant,"(-95.39691440396547, 29.481619544318285)",Brazoria
2787,Restaurant,"(-95.39833057060005, 29.482619789503772)",Brazoria
2788,Restaurant,"(-95.39804123705015, 29.480685156902485)",Brazoria
2789,Restaurant,"(-95.39770844469327, 29.480563487884226)",Brazoria
2790,Restaurant,"(-95.39707620735393, 29.480473395230057)",Brazoria
2791,Restaurant,"(-95.39971661350633, 29.481134461132598)",Brazoria
2792,Restaurant,"(-95.39230012901155, 29.556285416567626)",Brazoria
2793,Restaurant,"(-95.39298816917086, 29.556291712258574)",Brazoria
2794,Restaurant,"(-95.2866959727668, 29.567674943254033)",Brazoria
2795,Restaurant,"(-95.28651084529422, 29.564689819304192)",Brazoria
2796,Restaurant,"(-95.29131951923175, 29.56404300670189)",Brazoria
2797,Restaurant,"(-95.28681023671211, 29.57107711675562)",Brazoria
2798,Restaurant,"(-95.22542835, 29.42169655)",Brazoria
2799,Restaurant,"(-95.4184139, 29.1687034)",Brazoria
2800,Restaurant,"(-95.4165421, 29.173032)",Brazoria
2801,Restaurant,"(-95.4096677, 29.0764681)",Brazoria
2802,Restaurant,"(-95.4163403, 29.1733453)",Brazoria
2803,Restaurant,"(-95.4163231, 29.1736018)",Brazoria
2804,Restaurant,"(-95.41912394225673, 29.011572663323584)",Brazoria
2805,Restaurant,"(-95.39610979999999, 29.0285893)",Brazoria
2806,Restaurant,"(-95.39577657955832, 29.026214553188595)",Brazoria
2807,Restaurant,"(-95.34580173404851, 29.22849684612507)",Brazoria
2808,Restaurant,"(-95.41815086581374, 29.17081783429937)",Brazoria
2809,Restaurant,"(-95.41655098276156, 29.173035976588178)",Brazoria
2810,Restaurant,"(-95.41579223208504, 29.172468367438327)",Brazoria
2811,Restaurant,"(-95.42240368077915, 29.16591160062295)",Brazoria
2812,Restaurant,"(-95.3764519, 28.9807241)",Brazoria
2813,Restaurant,"(-95.33335158926181, 28.991188814830384)",Brazoria
2814,Restaurant,"(-95.37125025000002, 28.96902625)",Brazoria
2815,Restaurant,"(-95.37102270701992, 28.969631766181948)",Brazoria
2816,Fire_station,"(-95.4739764, 28.976132)",Brazoria
2817,Fire_station,"(-95.4605776, 28.8743489)",Brazoria
2818,Fire_station,"(-95.5693823, 29.0381401)",Brazoria
2819,Fire_station,"(-95.569723, 29.0446622)",Brazoria
2820,Fire_station,"(-95.6996878, 29.0387908)",Brazoria
2821,Fire_station,"(-95.5167371, 29.2043551)",Brazoria
2822,Fire_station,"(-95.5699264, 29.0470728)",Brazoria
2823,Fire_station,"(-95.6304252, 29.0803866)",Brazoria
2824,Fire_station,"(-95.6206482, 29.1603547)",Brazoria
2825,Fire_station,"(-95.4216024, 29.0408604)",Brazoria
2826,Fire_station,"(-95.4479467574863, 29.036964667650103)",Brazoria
2827,Fire_station,"(-95.64470895870403, 29.14293070766551)",Brazoria
2828,Fire_station,"(-95.64515740831824, 29.142963936293395)",Brazoria
2829,Fire_station,"(-95.43086690914474, 29.166230044997775)",Brazoria
2830,Fire_station,"(-95.4603238, 29.3532897)",Brazoria
2831,Fire_station,"(-95.733452, 29.2916686)",Brazoria
2832,Fire_station,"(-95.2462175, 29.4187879)",Brazoria
2833,Fire_station,"(-95.277731, 29.569635)",Brazoria
2834,Fire_station,"(-95.410226, 29.4094484)",Brazoria
2835,Fire_station,"(-95.2883382, 29.4986378)",Brazoria
2836,Fire_station,"(-95.2434524, 29.4314233)",Brazoria
2837,Fire_station,"(-95.3099235, 29.5875904)",Brazoria
2838,Fire_station,"(-95.2981945, 29.5568292)",Brazoria
2839,Fire_station,"(-95.3494674, 29.4921816)",Brazoria
2840,Fire_station,"(-95.278552, 29.569689)",Brazoria
2841,Fire_station,"(-95.34953782441701, 29.56176499586883)",Brazoria
2842,Fire_station,"(-95.39901927378723, 29.55222409112349)",Brazoria
2843,Fire_station,"(-95.4048077, 29.0212363)",Brazoria
2844,Fire_station,"(-95.2775554, 29.2957384)",Brazoria
2845,Fire_station,"(-95.2411558, 29.2484156)",Brazoria
2846,Fire_station,"(-95.4122972, 29.0563044)",Brazoria
2847,Fire_station,"(-95.2877905, 29.0896266)",Brazoria
2848,Fire_station,"(-95.3286923745842, 29.003551164627723)",Brazoria
2849,Fire_station,"(-95.34852036246555, 29.225141639126953)",Brazoria
2850,Fire_station,"(-95.349931, 28.9495576)",Brazoria
2851,Fire_station,"(-95.3456048, 28.9477815)",Brazoria
2852,Fire_station,"(-95.29075734684685, 28.948912027602066)",Brazoria
2853,Hospital,"(-96.3238939, 30.6657408)",Brazos
2854,Hospital,"(-96.27907704178689, 30.582772809909827)",Brazos
2855,Hospital,"(-96.29814268505064, 30.650401851342583)",Brazos
2856,Hospital,"(-96.34676017088324, 30.655988078010942)",Brazos
2857,Hospital,"(-96.28986562816152, 30.581067701019172)",Brazos
2858,Parking,"(-96.33873294325211, 30.6120307424414)",Brazos
2859,Parking,"(-96.33772311587576, 30.616481881094366)",Brazos
2860,Parking,"(-96.3336246672819, 30.613683903460732)",Brazos
2861,Parking,"(-96.34038502103066, 30.603131656622146)",Brazos
2862,Parking,"(-96.33669464387518, 30.627129843090177)",Brazos
2863,Parking,"(-96.3365196055811, 30.628374201921716)",Brazos
2864,Parking,"(-96.3478451926847, 30.621355417929013)",Brazos
2865,Parking,"(-96.30783775822412, 30.61733651755776)",Brazos
2866,Parking,"(-96.34969180396638, 30.617760811051625)",Brazos
2867,Parking,"(-96.34341446529093, 30.611515600364193)",Brazos
2868,Parking,"(-96.33768530755252, 30.62735730958171)",Brazos
2869,Parking,"(-96.33807493972313, 30.62826641679126)",Brazos
2870,Parking,"(-96.34045651877051, 30.62462083174103)",Brazos
2871,Parking,"(-96.35111617819287, 30.620808644055327)",Brazos
2872,Parking,"(-96.33805601099026, 30.623506726297812)",Brazos
2873,Restaurant,"(-96.4657754, 30.7060673)",Brazos
2874,Restaurant,"(-96.3301734, 30.5918902)",Brazos
2875,Restaurant,"(-96.3170606, 30.6142309)",Brazos
2876,Restaurant,"(-96.3094823, 30.607285)",Brazos
2877,Restaurant,"(-96.3237533, 30.6177321)",Brazos
2878,Restaurant,"(-96.3159208, 30.6150645)",Brazos
2879,Restaurant,"(-96.3734113, 30.6727441)",Brazos
2880,Restaurant,"(-96.3742526, 30.6736406)",Brazos
2881,Restaurant,"(-96.3745262, 30.6727293)",Brazos
2882,Restaurant,"(-96.3737081, 30.6725748)",Brazos
2883,Restaurant,"(-96.373295, 30.6754861)",Brazos
2884,Restaurant,"(-96.425505, 30.725379)",Brazos
2885,Restaurant,"(-96.3300773, 30.591945)",Brazos
2886,Restaurant,"(-96.283936, 30.5861465)",Brazos
2887,Restaurant,"(-96.3228729, 30.635025)",Brazos
2888,Restaurant,"(-96.3353212, 30.6278293)",Brazos
2889,Restaurant,"(-96.3262018, 30.6341505)",Brazos
2890,Restaurant,"(-96.3259867, 30.6339695)",Brazos
2891,Restaurant,"(-96.3189264, 30.6161212)",Brazos
2892,Restaurant,"(-96.3456799, 30.618672)",Brazos
2893,Restaurant,"(-96.3223877, 30.6166535)",Brazos
2894,Restaurant,"(-96.3229912, 30.6352522)",Brazos
2895,Restaurant,"(-96.320623, 30.6158766)",Brazos
2896,Restaurant,"(-96.2581985, 30.5612739)",Brazos
2897,Restaurant,"(-96.3460266, 30.618065)",Brazos
2898,Restaurant,"(-96.3730726, 30.6742211)",Brazos
2899,Restaurant,"(-96.3851562, 30.6764349)",Brazos
2900,Restaurant,"(-96.2949366, 30.8902624)",Brazos
2901,Restaurant,"(-96.339366, 30.6244897)",Brazos
2902,Restaurant,"(-96.3396205, 30.6242523)",Brazos
2903,Restaurant,"(-96.3399828, 30.6239148)",Brazos
2904,Restaurant,"(-96.3394303, 30.6244377)",Brazos
2905,Restaurant,"(-96.3390535, 30.6253321)",Brazos
2906,Restaurant,"(-96.3385963, 30.6257015)",Brazos
2907,Restaurant,"(-96.338673, 30.6257461)",Brazos
2908,Restaurant,"(-96.3392839, 30.6255172)",Brazos
2909,Restaurant,"(-96.3379308, 30.6262682)",Brazos
2910,Restaurant,"(-96.3471278, 30.6188552)",Brazos
2911,Restaurant,"(-96.3202829, 30.6176325)",Brazos
2912,Restaurant,"(-96.3063882, 30.6069629)",Brazos
2913,Restaurant,"(-96.28761, 30.5870485)",Brazos
2914,Restaurant,"(-96.3118917, 30.6084343)",Brazos
2915,Restaurant,"(-96.3515629, 30.6426659)",Brazos
2916,Restaurant,"(-96.3517486, 30.6428292)",Brazos
2917,Restaurant,"(-96.3517131, 30.6427969)",Brazos
2918,Restaurant,"(-96.3305832, 30.5922924)",Brazos
2919,Restaurant,"(-96.3580486, 30.6978615)",Brazos
2920,Restaurant,"(-96.3109464, 30.6064933)",Brazos
2921,Restaurant,"(-96.3403097, 30.6257574)",Brazos
2922,Restaurant,"(-96.3379537, 30.6312229)",Brazos
2923,Restaurant,"(-96.3342863, 30.6296175)",Brazos
2924,Restaurant,"(-96.3394839, 30.6243883)",Brazos
2925,Restaurant,"(-96.3378625, 30.6263708)",Brazos
2926,Restaurant,"(-96.3379878, 30.6227872)",Brazos
2927,Restaurant,"(-96.3381302, 30.622866)",Brazos
2928,Restaurant,"(-96.2670539, 30.5655596)",Brazos
2929,Restaurant,"(-96.3781752, 30.6315765)",Brazos
2930,Restaurant,"(-96.3098259, 30.6223179)",Brazos
2931,Restaurant,"(-96.3501581, 30.641157)",Brazos
2932,Restaurant,"(-96.3066125, 30.606082)",Brazos
2933,Restaurant,"(-96.3065526, 30.6073224)",Brazos
2934,Restaurant,"(-96.3509811, 30.6421867)",Brazos
2935,Restaurant,"(-96.2609319, 30.558323)",Brazos
2936,Restaurant,"(-96.3090359, 30.6230469)",Brazos
2937,Restaurant,"(-96.3276354, 30.6348598)",Brazos
2938,Restaurant,"(-96.34461519999999, 30.61943585)",Brazos
2939,Restaurant,"(-96.32515544999998, 30.63413939999999)",Brazos
2940,Restaurant,"(-96.34143383678091, 30.622693489876927)",Brazos
2941,Restaurant,"(-96.32543977965571, 30.633758751864963)",Brazos
2942,Restaurant,"(-96.32849061748422, 30.63295304379868)",Brazos
2943,Restaurant,"(-96.32523597159485, 30.63449853485408)",Brazos
2944,Restaurant,"(-96.32698926283788, 30.633700371776445)",Brazos
2945,Restaurant,"(-96.31310485037596, 30.639471847655088)",Brazos
2946,Restaurant,"(-96.31448256943965, 30.639529608780528)",Brazos
2947,Restaurant,"(-96.3139727514137, 30.610711770586757)",Brazos
2948,Restaurant,"(-96.32152286986855, 30.619235006905395)",Brazos
2949,Restaurant,"(-96.32856073726565, 30.62320049190015)",Brazos
2950,Restaurant,"(-96.3283044386729, 30.622957750244556)",Brazos
2951,Restaurant,"(-96.32779852345769, 30.62271998068338)",Brazos
2952,Restaurant,"(-96.32689460959395, 30.62199696036447)",Brazos
2953,Restaurant,"(-96.33217683337189, 30.62639726209823)",Brazos
2954,Restaurant,"(-96.31386775053265, 30.639046353633596)",Brazos
2955,Restaurant,"(-96.31469693058952, 30.638773905957805)",Brazos
2956,Restaurant,"(-96.31509862128314, 30.638601446692654)",Brazos
2957,Restaurant,"(-96.32451160709464, 30.635879957341785)",Brazos
2958,Restaurant,"(-96.30226338887215, 30.626952429510453)",Brazos
2959,Restaurant,"(-96.31896923330336, 30.614183431370684)",Brazos
2960,Restaurant,"(-96.32221618987182, 30.635429687803498)",Brazos
2961,Restaurant,"(-96.31969326109633, 30.635989340703702)",Brazos
2962,Restaurant,"(-96.3335529855918, 30.627340127633506)",Brazos
2963,Restaurant,"(-96.33257834226164, 30.627221839188365)",Brazos
2964,Restaurant,"(-96.31334226684012, 30.641966498842997)",Brazos
2965,Restaurant,"(-96.31439904110684, 30.61835012795778)",Brazos
2966,Restaurant,"(-96.31332511369604, 30.619322164568107)",Brazos
2967,Restaurant,"(-96.31247553333336, 30.619954481535668)",Brazos
2968,Restaurant,"(-96.32398024843461, 30.63488560504067)",Brazos
2969,Restaurant,"(-96.32133361103568, 30.61834388651456)",Brazos
2970,Restaurant,"(-96.3218488, 30.618980349999998)",Brazos
2971,Restaurant,"(-96.33882956759932, 30.63189749199526)",Brazos
2972,Restaurant,"(-96.32472406632066, 30.664968852342252)",Brazos
2973,Restaurant,"(-96.337514306618, 30.673857171324894)",Brazos
2974,Restaurant,"(-96.33432283149384, 30.669491981796043)",Brazos
2975,Restaurant,"(-96.33092182144169, 30.625273968436808)",Brazos
