,amenity_type,coordinates,county
15799,Restaurant,"(-95.632431, 30.08709775)",Harris
15800,Restaurant,"(-95.64480657241918, 29.87565108459847)",Harris
15801,Restaurant,"(-95.68555581296897, 29.909762856967344)",Harris
15802,Restaurant,"(-95.68560374095566, 29.910593441131955)",Harris
15803,Restaurant,"(-95.68557862303084, 29.911200334976332)",Harris
15804,Restaurant,"(-95.68449716800181, 29.879475493042346)",Harris
15805,Restaurant,"(-95.68397331010196, 29.880799613212336)",Harris
15806,Restaurant,"(-95.68221120348974, 29.880260374624616)",Harris
15807,Restaurant,"(-95.69949965358298, 29.972523316943917)",Harris
15808,Restaurant,"(-95.748245719537, 29.992003953722307)",Harris
15809,Restaurant,"(-95.63314783800483, 29.90256893937925)",Harris
15810,Restaurant,"(-95.64516842168983, 29.850812155124448)",Harris
15811,Restaurant,"(-95.63553500394879, 29.901288342868746)",Harris
15812,Restaurant,"(-95.63520916226044, 29.901690866029167)",Harris
15813,Restaurant,"(-95.72001175840035, 29.862303781533335)",Harris
15814,Restaurant,"(-95.71998891057062, 29.859042652504495)",Harris
15815,Restaurant,"(-95.72104902936019, 29.862730075209605)",Harris
15816,Restaurant,"(-95.63270754999999, 30.088539449999995)",Harris
15817,Restaurant,"(-95.64334890000002, 29.886782150000002)",Harris
15818,Restaurant,"(-95.63612347391184, 29.89819324548387)",Harris
15819,Restaurant,"(-95.63454619999999, 29.900457849999995)",Harris
15820,Restaurant,"(-95.6340246665525, 29.901205449865653)",Harris
15821,Restaurant,"(-95.63381151653292, 29.90165493493041)",Harris
15822,Restaurant,"(-95.80072819111415, 30.01171824422395)",Harris
15823,Restaurant,"(-95.72569145176894, 29.911852103940245)",Harris
15824,Restaurant,"(-95.69693720939448, 29.972069631512888)",Harris
15825,Restaurant,"(-95.69262074999999, 29.968773)",Harris
15826,Restaurant,"(-95.75574308218826, 29.831207559565627)",Harris
15827,Restaurant,"(-95.75382887314329, 29.830103574656825)",Harris
15828,Restaurant,"(-95.79887059918535, 30.01112009084092)",Harris
15829,Restaurant,"(-95.73728513335048, 29.988058005339255)",Harris
15830,Restaurant,"(-95.7380182235466, 29.989088255190897)",Harris
15831,Restaurant,"(-95.63143864594709, 30.088097651398158)",Harris
15832,Restaurant,"(-95.6324815, 30.087397499999994)",Harris
15833,Restaurant,"(-95.9115833627221, 30.060858555494338)",Harris
15834,Restaurant,"(-95.63136029262117, 30.089227401892003)",Harris
15835,Fire_station,"(-95.2017432, 29.7132978)",Harris
15836,Fire_station,"(-95.0272458, 29.8197148)",Harris
15837,Fire_station,"(-95.201383, 29.7036322)",Harris
15838,Fire_station,"(-95.1696733, 29.6923324)",Harris
15839,Fire_station,"(-95.1142532, 29.7772447)",Harris
15840,Fire_station,"(-94.964635, 29.7553504)",Harris
15841,Fire_station,"(-95.0216094, 29.6642923)",Harris
15842,Fire_station,"(-95.207792, 29.6874962)",Harris
15843,Fire_station,"(-95.1242234, 29.6995742)",Harris
15844,Fire_station,"(-95.2387738, 29.734151)",Harris
15845,Fire_station,"(-95.2291175, 29.6019414)",Harris
15846,Fire_station,"(-95.2388682, 29.6654895)",Harris
15847,Fire_station,"(-95.2478658, 29.7690513)",Harris
15848,Fire_station,"(-95.0521157, 29.5649176)",Harris
15849,Fire_station,"(-95.2138322, 29.7578186)",Harris
15850,Fire_station,"(-94.9780672, 29.7766316)",Harris
15851,Fire_station,"(-94.9965976, 29.7288993)",Harris
15852,Fire_station,"(-94.9273655, 29.7674929)",Harris
15853,Fire_station,"(-95.031557, 29.7707505)",Harris
15854,Fire_station,"(-95.1148491, 29.5335358)",Harris
15855,Fire_station,"(-95.2079795, 29.6838622)",Harris
15856,Fire_station,"(-95.0580872, 29.8156722)",Harris
15857,Fire_station,"(-95.0847895, 29.5518228)",Harris
15858,Fire_station,"(-95.1611516, 29.5316114)",Harris
15859,Fire_station,"(-95.1632803, 29.6720398)",Harris
15860,Fire_station,"(-95.1189664, 29.7888996)",Harris
15861,Fire_station,"(-95.1714905, 29.7790955)",Harris
15862,Fire_station,"(-95.2017432, 29.7132978)",Harris
15863,Fire_station,"(-95.229704, 29.6350864)",Harris
15864,Fire_station,"(-95.1279285, 29.5819627)",Harris
15865,Fire_station,"(-95.1805305, 29.5898977)",Harris
15866,Fire_station,"(-95.1850739, 29.64042)",Harris
15867,Fire_station,"(-95.0574877, 29.5830955)",Harris
15868,Fire_station,"(-94.9913742, 29.6000766)",Harris
15869,Fire_station,"(-95.1430865, 29.6487336)",Harris
15870,Fire_station,"(-95.1400382, 29.7894993)",Harris
15871,Fire_station,"(-95.1141, 29.7767)",Harris
15872,Fire_station,"(-95.2391, 29.666)",Harris
15873,Fire_station,"(-95.1975, 29.5866)",Harris
15874,Fire_station,"(-95.0253, 29.6518)",Harris
15875,Fire_station,"(-95.220645, 29.711566)",Harris
15876,Fire_station,"(-95.0067, 29.6714)",Harris
15877,Fire_station,"(-95.1235, 29.6981)",Harris
15878,Fire_station,"(-95.2477, 29.7691)",Harris
15879,Fire_station,"(-95.0261, 29.8193)",Harris
15880,Fire_station,"(-95.2383, 29.7341)",Harris
15881,Fire_station,"(-95.2162825, 29.5816005)",Harris
15882,Fire_station,"(-95.1152276, 29.6796896)",Harris
15883,Fire_station,"(-95.149368, 29.556743)",Harris
15884,Fire_station,"(-94.9861276, 29.8065811)",Harris
15885,Fire_station,"(-95.10706717871648, 29.55804523793424)",Harris
15886,Fire_station,"(-95.1752771723966, 29.542232412729213)",Harris
15887,Fire_station,"(-95.24062856748998, 29.58472933115107)",Harris
15888,Fire_station,"(-95.17564220683214, 29.522610510708358)",Harris
15889,Fire_station,"(-95.10755325, 29.6084295)",Harris
15890,Fire_station,"(-95.10482161914149, 29.54367891045472)",Harris
15891,Fire_station,"(-95.01900375314253, 29.630205187880694)",Harris
15892,Fire_station,"(-95.09950765682186, 29.69567534836259)",Harris
15893,Fire_station,"(-95.18700518390804, 29.776015408045982)",Harris
15894,Fire_station,"(-95.08585385351957, 29.663955178926003)",Harris
15895,Fire_station,"(-95.02171875329938, 29.802757464304115)",Harris
15896,Fire_station,"(-95.19227699999999, 29.8056745)",Harris
15897,Fire_station,"(-95.21813382539858, 29.77809720767704)",Harris
15898,Fire_station,"(-94.95483288955428, 29.73545753275209)",Harris
15899,Fire_station,"(-95.0646969, 29.9072888)",Harris
15900,Fire_station,"(-95.1365864, 29.8584458)",Harris
15901,Fire_station,"(-95.1030934, 30.0205762)",Harris
15902,Fire_station,"(-95.2276997, 30.0516145)",Harris
15903,Fire_station,"(-95.2385682, 30.0293757)",Harris
15904,Fire_station,"(-95.1869886, 30.0656872)",Harris
15905,Fire_station,"(-95.106, 30.0202)",Harris
15906,Fire_station,"(-95.139, 29.8571)",Harris
15907,Fire_station,"(-95.159068, 29.99776075)",Harris
15908,Fire_station,"(-95.21448914999999, 29.844256000000005)",Harris
15909,Fire_station,"(-95.07186234999999, 29.913959300000002)",Harris
15910,Fire_station,"(-95.19403730059312, 29.99092488397009)",Harris
15911,Fire_station,"(-95.15686725076716, 30.05896731998989)",Harris
15912,Fire_station,"(-95.12652444861111, 29.86803000667812)",Harris
15913,Fire_station,"(-95.08986791355356, 30.024926957445118)",Harris
15914,Fire_station,"(-95.08188739999999, 30.025718899999998)",Harris
15915,Fire_station,"(-95.3604454, 29.776231)",Harris
15916,Fire_station,"(-95.4335888, 29.7146581)",Harris
15917,Fire_station,"(-95.3380004, 29.6741004)",Harris
15918,Fire_station,"(-95.4677444, 29.7901872)",Harris
15919,Fire_station,"(-95.3208582, 29.7101583)",Harris
15920,Fire_station,"(-95.3533667, 29.7186504)",Harris
15921,Fire_station,"(-95.2537059, 29.6840001)",Harris
15922,Fire_station,"(-95.341345, 29.7569907)",Harris
15923,Fire_station,"(-95.4023308, 29.7346299)",Harris
15924,Fire_station,"(-95.3361182, 29.7772172)",Harris
15925,Fire_station,"(-95.3006886, 29.7440258)",Harris
15926,Fire_station,"(-95.3942605, 29.7695805)",Harris
15927,Fire_station,"(-95.5519251, 29.7065882)",Harris
15928,Fire_station,"(-95.3528703, 29.7946413)",Harris
15929,Fire_station,"(-95.3867388, 29.8029134)",Harris
15930,Fire_station,"(-95.4382826, 29.7378928)",Harris
15931,Fire_station,"(-95.4380504, 29.7149564)",Harris
15932,Fire_station,"(-95.5188497, 29.6303327)",Harris
15933,Fire_station,"(-95.35617, 29.6375591)",Harris
15934,Fire_station,"(-95.2819016, 29.7739036)",Harris
15935,Fire_station,"(-95.2726953, 29.743591)",Harris
15936,Fire_station,"(-95.3643446, 29.6859295)",Harris
15937,Fire_station,"(-95.4136631, 29.6317186)",Harris
15938,Fire_station,"(-95.5708276, 29.672776)",Harris
15939,Fire_station,"(-95.5248414, 29.7331826)",Harris
15940,Fire_station,"(-95.4377415, 29.797952)",Harris
15941,Fire_station,"(-95.2670824, 29.6253833)",Harris
15942,Fire_station,"(-95.5438158, 29.8223466)",Harris
15943,Fire_station,"(-95.511336, 29.6579157)",Harris
15944,Fire_station,"(-95.5776574, 29.7266058)",Harris
15945,Fire_station,"(-95.2785092, 29.641458)",Harris
15946,Fire_station,"(-95.5129, 29.7821)",Harris
15947,Fire_station,"(-95.5208, 29.6308)",Harris
15948,Fire_station,"(-95.3781, 29.7949)",Harris
15949,Fire_station,"(-95.4677045, 29.7901909)",Harris
15950,Fire_station,"(-95.3004633, 29.7439792)",Harris
15951,Fire_station,"(-95.2826, 29.7733)",Harris
15952,Fire_station,"(-95.4377, 29.7986)",Harris
15953,Fire_station,"(-95.5113197, 29.6577235)",Harris
15954,Fire_station,"(-95.3568, 29.6402)",Harris
15955,Fire_station,"(-95.3899701, 29.658029)",Harris
15956,Fire_station,"(-95.28009641731265, 29.657096473486853)",Harris
15957,Fire_station,"(-95.27851797879703, 29.641461122815848)",Harris
15958,Fire_station,"(-95.37282625768195, 29.751321159979348)",Harris
15959,Fire_station,"(-95.59654289999999, 29.699345799999996)",Harris
15960,Fire_station,"(-95.46837787900381, 29.701735129184062)",Harris
15961,Fire_station,"(-95.54423973280444, 29.791141835662483)",Harris
15962,Fire_station,"(-95.50625843453463, 29.810273340860682)",Harris
15963,Fire_station,"(-95.52874622704549, 29.677017406560392)",Harris
15964,Fire_station,"(-95.48108795253171, 29.762336051196264)",Harris
15965,Fire_station,"(-95.33144689929993, 29.73553422747493)",Harris
15966,Fire_station,"(-95.4406582442174, 29.701714987295663)",Harris
15967,Fire_station,"(-95.40137734580205, 29.700191456878716)",Harris
15968,Fire_station,"(-95.51424003387734, 29.7808472810285)",Harris
15969,Fire_station,"(-95.36962363925711, 29.76960024115105)",Harris
15970,Fire_station,"(-95.3736076989297, 29.739254366996995)",Harris
15971,Fire_station,"(-95.27922719598013, 29.71603636352544)",Harris
15972,Fire_station,"(-95.51426305694726, 29.780931135733727)",Harris
15973,Fire_station,"(-95.43282740445125, 29.67042924144809)",Harris
15974,Fire_station,"(-95.36076636763384, 29.819169266578697)",Harris
15975,Fire_station,"(-95.40246264119037, 29.828498178670202)",Harris
15976,Fire_station,"(-95.43071035, 29.791302350000002)",Harris
15977,Fire_station,"(-95.2846403439514, 29.730571719536304)",Harris
15978,Fire_station,"(-95.41767175105059, 29.77940304884848)",Harris
15979,Fire_station,"(-95.47685225330919, 29.733913505645486)",Harris
15980,Fire_station,"(-95.30458430927126, 29.77689011549823)",Harris
15981,Fire_station,"(-95.4513809395574, 29.832251903257806)",Harris
15982,Fire_station,"(-95.31864668501572, 29.812804198416842)",Harris
15983,Fire_station,"(-95.30502725977664, 29.68180138687619)",Harris
15984,Fire_station,"(-95.51139298990589, 29.65795095621913)",Harris
15985,Fire_station,"(-95.3987534, 29.792362849999996)",Harris
15986,Fire_station,"(-95.50490550504868, 29.705286335026933)",Harris
15987,Fire_station,"(-95.26391384940187, 29.80520599667161)",Harris
15988,Fire_station,"(-95.55873223653018, 29.750984752033826)",Harris
15989,Fire_station,"(-95.58040618869313, 29.773064722526932)",Harris
15990,Fire_station,"(-95.28404086417012, 29.828275350445068)",Harris
15991,Fire_station,"(-95.48108506609306, 29.653372214962204)",Harris
15992,Fire_station,"(-95.46479717470982, 29.625238195120488)",Harris
15993,Fire_station,"(-95.2670359, 29.9991117)",Harris
15994,Fire_station,"(-95.5378338, 30.0398742)",Harris
15995,Fire_station,"(-95.4907348, 29.9935702)",Harris
15996,Fire_station,"(-95.4547485, 30.0142068)",Harris
15997,Fire_station,"(-95.5108565, 29.9774549)",Harris
15998,Fire_station,"(-95.5712655, 29.884289)",Harris
15999,Fire_station,"(-95.3733517, 29.9337586)",Harris
16000,Fire_station,"(-95.3063847, 30.0165333)",Harris
16001,Fire_station,"(-95.6000089, 29.9527092)",Harris
16002,Fire_station,"(-95.2960162, 29.9283334)",Harris
16003,Fire_station,"(-95.3388471, 29.8401944)",Harris
16004,Fire_station,"(-95.5425964, 30.096528)",Harris
16005,Fire_station,"(-95.5660376, 30.0161056)",Harris
16006,Fire_station,"(-95.530111, 30.0151537)",Harris
16007,Fire_station,"(-95.5044737, 30.0382549)",Harris
16008,Fire_station,"(-95.5895501, 29.9107742)",Harris
16009,Fire_station,"(-95.3619016, 29.9960787)",Harris
16010,Fire_station,"(-95.53989, 29.8519736)",Harris
16011,Fire_station,"(-95.436052, 29.8637512)",Harris
16012,Fire_station,"(-95.3420667, 29.9508972)",Harris
16013,Fire_station,"(-95.3094668, 29.9843898)",Harris
16014,Fire_station,"(-95.3260887, 29.9810448)",Harris
16015,Fire_station,"(-95.3569762, 29.9755041)",Harris
16016,Fire_station,"(-95.3915413, 29.931589)",Harris
16017,Fire_station,"(-95.5712748, 29.8842832)",Harris
16018,Fire_station,"(-95.5062908, 29.9250445)",Harris
16019,Fire_station,"(-95.3957, 29.9412)",Harris
16020,Fire_station,"(-95.2676534, 29.9993569)",Harris
16021,Fire_station,"(-95.2675052, 29.9993346)",Harris
16022,Fire_station,"(-95.4001, 29.8894)",Harris
16023,Fire_station,"(-95.4816258, 30.0444688)",Harris
16024,Fire_station,"(-95.356302, 29.999246)",Harris
16025,Fire_station,"(-95.3745346, 29.9934471)",Harris
16026,Fire_station,"(-95.48987349736957, 29.834454643112466)",Harris
16027,Fire_station,"(-95.48950448049273, 29.866278572083317)",Harris
16028,Fire_station,"(-95.53689957525887, 29.896511304473965)",Harris
16029,Fire_station,"(-95.4994238732092, 29.949284296569285)",Harris
16030,Fire_station,"(-95.3840532, 29.997986750000003)",Harris
16031,Fire_station,"(-95.58953641210826, 29.939538711847838)",Harris
16032,Fire_station,"(-95.58974893814857, 29.93949850795213)",Harris
16033,Fire_station,"(-95.51362251393996, 30.099058571080104)",Harris
16034,Fire_station,"(-95.60740083333333, 29.9811912)",Harris
16035,Fire_station,"(-95.48131475890006, 30.045051990157514)",Harris
16036,Fire_station,"(-95.38351724899933, 29.857068360483723)",Harris
16037,Fire_station,"(-95.54096977545294, 29.96944632407169)",Harris
16038,Fire_station,"(-95.54923739505864, 30.146979272965165)",Harris
16039,Fire_station,"(-95.54934083333397, 30.147076957206917)",Harris
16040,Fire_station,"(-95.5517785190167, 30.121495244718083)",Harris
16041,Fire_station,"(-95.45558294542877, 30.0951048004462)",Harris
16042,Fire_station,"(-95.43373751040075, 30.08760989149213)",Harris
16043,Fire_station,"(-95.42437425567819, 30.071016151453005)",Harris
16044,Fire_station,"(-95.45541253874902, 30.043993674965268)",Harris
16045,Fire_station,"(-95.39268469636927, 30.055110594623297)",Harris
16046,Fire_station,"(-95.35606479526872, 30.040510164104166)",Harris
16047,Fire_station,"(-95.47912717779988, 30.07009299722999)",Harris
16048,Fire_station,"(-95.40162914364764, 29.907122054660874)",Harris
16049,Fire_station,"(-95.3057928620073, 29.87090431571267)",Harris
16050,Fire_station,"(-95.26544680343578, 29.84967769474028)",Harris
16051,Fire_station,"(-95.6676274, 29.700477)",Harris
16052,Fire_station,"(-95.7295619, 29.77388)",Harris
16053,Fire_station,"(-95.6525442, 29.7097268)",Harris
16054,Fire_station,"(-95.7203995, 29.8277735)",Harris
16055,Fire_station,"(-95.6378446, 29.7562869)",Harris
16056,Fire_station,"(-95.6694929, 29.7889282)",Harris
16057,Fire_station,"(-95.7381973, 29.8161466)",Harris
16058,Fire_station,"(-95.82494812286502, 29.791973469866768)",Harris
16059,Fire_station,"(-95.71622829285732, 29.800810514404702)",Harris
16060,Fire_station,"(-95.76808602723841, 29.80166452512647)",Harris
16061,Fire_station,"(-95.75533668127156, 29.774343277382258)",Harris
16062,Fire_station,"(-95.73377590166464, 29.75808792957148)",Harris
16063,Fire_station,"(-95.66952523798791, 29.78893059104486)",Harris
16064,Fire_station,"(-95.72042637481468, 29.82778207582218)",Harris
16065,Fire_station,"(-95.61952329901334, 29.779200643992613)",Harris
16066,Fire_station,"(-95.60549016181696, 29.74484531936901)",Harris
16067,Fire_station,"(-95.6425734, 29.8394162)",Harris
16068,Fire_station,"(-95.6393572, 29.8924869)",Harris
16069,Fire_station,"(-95.6165624, 30.0954501)",Harris
16070,Fire_station,"(-95.6493596, 29.9490312)",Harris
16071,Fire_station,"(-95.7177912, 30.080585)",Harris
16072,Fire_station,"(-95.6080345, 29.8688794)",Harris
16073,Fire_station,"(-95.6874432, 29.8803117)",Harris
16074,Fire_station,"(-95.7376351, 29.992443)",Harris
16075,Fire_station,"(-95.6395503, 29.8923939)",Harris
16076,Fire_station,"(-95.6494, 29.9493)",Harris
16077,Fire_station,"(-95.6107754, 30.034845)",Harris
16078,Fire_station,"(-95.6968187, 29.9081819)",Harris
16079,Fire_station,"(-95.680964, 29.909298)",Harris
16080,Fire_station,"(-95.61190715332768, 29.986083681316845)",Harris
16081,Fire_station,"(-95.699471785635, 29.997677555582662)",Harris
16082,Fire_station,"(-95.62873408505658, 30.09451791579735)",Harris
16399,Hospital,"(-96.11647393712637, 32.332307587706445)",Henderson
16400,Hospital,"(-95.84650983255149, 32.170413634084184)",Henderson
16401,Restaurant,"(-96.200699, 32.3240478)",Henderson
16402,Restaurant,"(-95.8521242, 32.1969782)",Henderson
16403,Restaurant,"(-96.1315133, 32.3320353)",Henderson
16404,Restaurant,"(-95.87068488997714, 32.205567716048435)",Henderson
16405,Restaurant,"(-95.83531195430041, 32.20525013766592)",Henderson
16406,Restaurant,"(-95.83594599999999, 32.205276)",Henderson
16407,Restaurant,"(-95.8425954461767, 32.206195250185594)",Henderson
16408,Restaurant,"(-95.85332800000002, 32.1975915)",Henderson
16409,Restaurant,"(-95.85405800000001, 32.1981695)",Henderson
16410,Restaurant,"(-95.8281907217165, 32.21220636931522)",Henderson
16411,Restaurant,"(-95.8729423, 32.20812565)",Henderson
16412,Restaurant,"(-95.83036110037605, 32.21088033737269)",Henderson
16413,Restaurant,"(-95.83007752385002, 32.21139107036779)",Henderson
16414,Restaurant,"(-95.7501641, 32.2789028)",Henderson
16415,Restaurant,"(-95.6133449814951, 32.30282716304622)",Henderson
16416,Restaurant,"(-96.1213775, 32.330577500000004)",Henderson
16417,Restaurant,"(-96.12876131235305, 32.33137978683129)",Henderson
16418,Restaurant,"(-96.13101274844989, 32.33042595403424)",Henderson
16419,Restaurant,"(-96.13489752036415, 32.330431859127934)",Henderson
16420,Restaurant,"(-96.00669110000001, 32.3015625)",Henderson
16421,Restaurant,"(-95.76880492052724, 32.21606335617935)",Henderson
16422,Restaurant,"(-95.86797838351133, 32.20479613744504)",Henderson
16423,Restaurant,"(-96.01040763461862, 32.17096100261634)",Henderson
16424,Restaurant,"(-95.82709015, 32.21341365)",Henderson
16425,Restaurant,"(-95.85413969999999, 32.201749299999996)",Henderson
16426,Restaurant,"(-96.1283958, 32.3312179)",Henderson
16427,Restaurant,"(-96.128385, 32.3311386)",Henderson
16428,Restaurant,"(-95.8533713, 32.1980454)",Henderson
16429,Restaurant,"(-96.0101659, 32.3094341)",Henderson
16430,Restaurant,"(-95.6109563, 32.3019729)",Henderson
16431,Restaurant,"(-95.8276797, 32.2126366)",Henderson
16432,Restaurant,"(-96.13005975, 32.3312736)",Henderson
16433,Restaurant,"(-95.8534704, 32.2040215)",Henderson
16434,Restaurant,"(-95.48031828373483, 32.307224863155255)",Henderson
16435,Restaurant,"(-96.13773959714878, 32.331362298871255)",Henderson
16436,Restaurant,"(-95.85407000000001, 32.200555)",Henderson
16437,Restaurant,"(-95.845388, 32.2053365)",Henderson
16438,Restaurant,"(-95.83628727747234, 32.20622903840692)",Henderson
16439,Restaurant,"(-95.853369, 32.1997165)",Henderson
16440,Restaurant,"(-95.82965140176427, 32.21185022589707)",Henderson
16441,Restaurant,"(-95.82969844416627, 32.20953194150969)",Henderson
16442,Restaurant,"(-95.82971935941104, 32.21009714923363)",Henderson
16443,Restaurant,"(-95.8287183195805, 32.211168985071794)",Henderson
16444,Restaurant,"(-95.47218106688625, 32.30911734987509)",Henderson
16445,Restaurant,"(-95.47360708142696, 32.30872031436963)",Henderson
16446,Restaurant,"(-96.1140575, 32.330496)",Henderson
16447,Restaurant,"(-96.11602100000002, 32.3305915)",Henderson
16448,Restaurant,"(-96.1134682480481, 32.33127589704304)",Henderson
16449,Restaurant,"(-96.11778899999999, 32.3312555)",Henderson
16450,Restaurant,"(-95.84293479999998, 32.2061711)",Henderson
16451,Restaurant,"(-95.85330232914733, 32.2023175960545)",Henderson
16452,Restaurant,"(-95.8383156968427, 32.2052741517334)",Henderson
16453,Restaurant,"(-95.83921647735043, 32.20535849135407)",Henderson
16454,Restaurant,"(-96.13428482766743, 32.33041593882695)",Henderson
16455,Restaurant,"(-96.12422620000001, 32.33130295)",Henderson
16456,Restaurant,"(-96.21424320636925, 32.32030542516579)",Henderson
16457,Restaurant,"(-96.20595464395588, 32.32249210432102)",Henderson
16458,Restaurant,"(-96.01247392923102, 32.1711425523629)",Henderson
16459,Restaurant,"(-96.01357906648346, 32.17113503322186)",Henderson
16460,Restaurant,"(-96.00978702054978, 32.17104569408217)",Henderson
16461,Restaurant,"(-96.01959495587353, 32.170882299550335)",Henderson
16462,Restaurant,"(-96.00416394690721, 32.172237282898315)",Henderson
16463,Restaurant,"(-96.01181266467027, 32.17047703140371)",Henderson
16464,Restaurant,"(-96.0915675368576, 32.147176476281395)",Henderson
16465,Fire_station,"(-95.4925126, 32.1346828)",Henderson
16466,Fire_station,"(-95.4739174, 32.0852182)",Henderson
16467,Fire_station,"(-96.0694282, 32.2787833)",Henderson
16468,Fire_station,"(-96.1096955, 32.2912771)",Henderson
16469,Fire_station,"(-96.0682333, 32.2332434)",Henderson
16470,Fire_station,"(-96.00957664195258, 32.30869247409668)",Henderson
16471,Fire_station,"(-95.90434614678523, 32.119852980501285)",Henderson
16472,Fire_station,"(-95.67422321857032, 32.11830312156498)",Henderson
16473,Fire_station,"(-96.01630488131374, 32.1776664026942)",Henderson
16950,Hospital,"(-101.49158400432495, 32.23732021211434)",Howard
16951,Hospital,"(-101.49779136556323, 32.27046751498274)",Howard
16952,Hospital,"(-101.47346049435444, 32.230819706746516)",Howard
16953,Restaurant,"(-101.667303, 32.3974887)",Howard
16954,Restaurant,"(-101.4883207930619, 32.26212122347047)",Howard
16955,Restaurant,"(-101.48862578032092, 32.26143828037631)",Howard
16956,Restaurant,"(-101.48734253277935, 32.261240279007914)",Howard
16957,Restaurant,"(-101.4534515, 32.2598795)",Howard
16958,Restaurant,"(-101.45559505689603, 32.258100710748266)",Howard
16959,Restaurant,"(-101.4922215, 32.264076)",Howard
16960,Restaurant,"(-101.45277378816952, 32.24080365658994)",Howard
16961,Restaurant,"(-101.30398418606016, 32.29363722577781)",Howard
16962,Restaurant,"(-101.50982980396653, 32.23675001923013)",Howard
16963,Restaurant,"(-101.50861025742256, 32.25865338700869)",Howard
16964,Restaurant,"(-101.46983704316148, 32.22758631943361)",Howard
16965,Restaurant,"(-101.47510070392862, 32.24367257863171)",Howard
16966,Restaurant,"(-101.47422220968387, 32.24293902279594)",Howard
16967,Restaurant,"(-101.4746754, 32.2656314)",Howard
16968,Restaurant,"(-101.4897411, 32.2648038)",Howard
16969,Restaurant,"(-101.44498900012947, 32.24333807664892)",Howard
16970,Restaurant,"(-101.47484022983956, 32.24321130276762)",Howard
16971,Restaurant,"(-101.48930224451152, 32.261799729603396)",Howard
16972,Restaurant,"(-101.47101382110164, 32.22872392865427)",Howard
16973,Restaurant,"(-101.30582952880573, 32.29326237868609)",Howard
16974,Restaurant,"(-101.47551740000002, 32.24458245)",Howard
16975,Restaurant,"(-101.46087789359697, 32.23251682124395)",Howard
16976,Restaurant,"(-101.47476383489165, 32.242769108240275)",Howard
17155,Hospital,"(-94.0096419357563, 30.908068125457728)",Jasper
17156,Restaurant,"(-93.9942738, 30.9088944)",Jasper
17157,Restaurant,"(-93.9949698395275, 30.91182856113371)",Jasper
17158,Restaurant,"(-94.00193900000001, 30.907876499999993)",Jasper
17159,Restaurant,"(-93.8962455, 30.6522723)",Jasper
17160,Restaurant,"(-93.8971684, 30.649077)",Jasper
17161,Restaurant,"(-93.9948435193672, 30.907969628762192)",Jasper
17162,Restaurant,"(-93.99540481165918, 30.90925475037369)",Jasper
17163,Restaurant,"(-93.99694201802312, 30.910949115007497)",Jasper
17164,Restaurant,"(-93.99638679738312, 30.911884526711617)",Jasper
17165,Restaurant,"(-93.99569575136776, 30.91359972370391)",Jasper
17166,Fire_station,"(-94.0774107, 30.3455677)",Jasper
17167,Fire_station,"(-93.9654253, 30.4373266)",Jasper
17168,Fire_station,"(-93.9740559, 30.4466961)",Jasper
17169,Fire_station,"(-94.0331106, 30.728419)",Jasper
17174,Hospital,"(-94.1697562, 30.1121411)",Jefferson
17175,Hospital,"(-94.1398084, 30.0833828)",Jefferson
17176,Hospital,"(-94.1357094, 30.0688891)",Jefferson
17177,Hospital,"(-94.13173712338731, 30.087479593255186)",Jefferson
17178,Hospital,"(-94.13769785757077, 30.077565799466793)",Jefferson
17179,Hospital,"(-94.13194564037502, 30.08693931962148)",Jefferson
17180,Hospital,"(-93.9245707674847, 29.908963179566832)",Jefferson
17181,Hospital,"(-93.98652887695528, 29.95584504698035)",Jefferson
17182,Hospital,"(-94.11985190316865, 30.07067468897599)",Jefferson
17183,Hospital,"(-93.98889043019709, 29.935420161765173)",Jefferson
17184,Restaurant,"(-94.1562075, 30.0371262)",Jefferson
17185,Restaurant,"(-94.138377, 30.05764)",Jefferson
17186,Restaurant,"(-94.13798, 30.0581275)",Jefferson
17187,Restaurant,"(-94.1375187, 30.0585732)",Jefferson
17188,Restaurant,"(-94.1550131, 30.1274092)",Jefferson
17189,Restaurant,"(-94.1337504, 30.0712649)",Jefferson
17190,Restaurant,"(-94.130407, 30.0712873)",Jefferson
17191,Restaurant,"(-94.12902, 30.099683)",Jefferson
17192,Restaurant,"(-94.1296699, 30.06614)",Jefferson
17193,Restaurant,"(-94.15432465, 30.039755999999997)",Jefferson
17194,Restaurant,"(-94.15453786935004, 30.0377965724296)",Jefferson
17195,Restaurant,"(-94.15886855674057, 30.037840702142486)",Jefferson
17196,Restaurant,"(-94.15272862060999, 30.04106606001085)",Jefferson
17197,Restaurant,"(-94.15351476832559, 30.04035915108332)",Jefferson
17198,Restaurant,"(-94.15217139739073, 30.041669757408563)",Jefferson
17199,Restaurant,"(-94.17185145237745, 30.07336539538235)",Jefferson
17200,Restaurant,"(-94.13950847148337, 30.056731764137368)",Jefferson
17201,Restaurant,"(-94.13920785799634, 30.057046614660834)",Jefferson
17202,Restaurant,"(-94.16322548731041, 30.122309780583326)",Jefferson
17203,Restaurant,"(-94.16410803414549, 30.121251108804046)",Jefferson
17204,Restaurant,"(-94.16122685617309, 30.122209074642296)",Jefferson
17205,Restaurant,"(-94.1693018, 30.11573865)",Jefferson
17206,Restaurant,"(-94.15667077368222, 30.123949693804995)",Jefferson
17207,Restaurant,"(-94.14163600099506, 30.05468581968199)",Jefferson
